age,fnlwgt,education,educational-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,income,Amer-Indian-Eskimo,Asian-Pac-Islander,Black,Other,White,Female,Male,?,Federal-gov,Local-gov,Never-worked,Private,Self-emp-inc,Self-emp-not-inc,State-gov,Without-pay
20,194504,Some-college,10,Separated,Sales,Unmarried,0,0,40,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
41,112763,HS-grad,9,Widowed,Sales,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
60,265201,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
23,66432,Some-college,10,Separated,Sales,Unmarried,0,0,35,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
17,242605,10th,6,Never-married,Handlers-cleaners,Own-child,0,0,15,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
20,243981,HS-grad,9,Never-married,?,Own-child,0,0,40,United-States,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
31,379798,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
42,118494,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,44,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
45,263982,Some-college,10,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
47,316101,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
26,105059,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,20,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
44,408531,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
33,173005,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,1848,45,United-States,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
33,307640,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,0,0,40,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
59,106748,7th-8th,4,Married-civ-spouse,Other-service,Wife,0,0,99,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20,129240,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,20,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
28,54042,Assoc-voc,11,Never-married,Other-service,Not-in-family,2463,0,35,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
34,137991,Bachelors,13,Never-married,Sales,Own-child,0,0,35,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
60,181200,12th,8,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
26,60726,Masters,14,Never-married,Exec-managerial,Not-in-family,6849,0,50,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22,32616,Some-college,10,Never-married,Other-service,Not-in-family,0,0,30,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
44,104973,Masters,14,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
22,330571,HS-grad,9,Never-married,?,Not-in-family,0,0,45,United-States,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
30,207253,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,40,England,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
36,341672,HS-grad,9,Married-spouse-absent,Adm-clerical,Other-relative,0,0,60,India,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
60,220729,7th-8th,4,Married-civ-spouse,Sales,Husband,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
17,53367,9th,5,Never-married,Other-service,Own-child,0,0,35,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
62,159822,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30,157778,HS-grad,9,Never-married,Craft-repair,Unmarried,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
58,223214,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
25,200408,Assoc-acdm,12,Never-married,Craft-repair,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
49,75673,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
55,305759,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,40,?,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
59,87510,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
35,22055,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
52,121038,HS-grad,9,Widowed,Other-service,Unmarried,0,0,43,United-States,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
18,276540,12th,8,Never-married,Sales,Own-child,0,0,15,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
37,39089,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,3103,0,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
45,224559,10th,6,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
32,206541,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,0,0,45,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27,280758,11th,7,Never-married,Craft-repair,Other-relative,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
59,162136,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,0,0,56,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
34,167497,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,7688,0,50,United-States,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
33,91666,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
40,199381,Masters,14,Married-civ-spouse,Prof-specialty,Wife,15024,0,37,United-States,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
37,318168,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,1055,0,20,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
41,26892,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
17,198797,11th,7,Never-married,?,Own-child,0,0,20,Peru,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
32,118551,HS-grad,9,Divorced,Other-service,Unmarried,0,0,80,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20,177787,Some-college,10,Never-married,Other-service,Own-child,0,0,20,United-States,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
21,256504,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
55,150917,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,1977,45,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
46,55377,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
29,30070,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
33,203488,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1672,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
58,48433,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
35,183800,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
50,114758,Bachelors,13,Never-married,Craft-repair,Not-in-family,4416,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
35,168675,HS-grad,9,Separated,Transport-moving,Own-child,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
21,292264,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,35,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38,349198,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,0,0,21,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
72,195184,HS-grad,9,Widowed,Priv-house-serv,Unmarried,0,0,12,Cuba,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
49,165152,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,48,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
20,247564,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,35,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
32,329432,Masters,14,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
31,264864,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,40,United-States,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
41,43556,Assoc-voc,11,Divorced,Tech-support,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
25,161027,Bachelors,13,Married-civ-spouse,Tech-support,Husband,5178,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30,609789,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
71,196610,7th-8th,4,Widowed,Exec-managerial,Not-in-family,6097,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
19,228939,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,35,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
48,212050,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
31,202729,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
68,261897,10th,6,Widowed,Farming-fishing,Unmarried,0,0,20,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
28,146949,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
38,115634,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
27,198346,Bachelors,13,Divorced,Adm-clerical,Not-in-family,0,0,35,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
30,195602,12th,8,Married-civ-spouse,Farming-fishing,Husband,0,0,44,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27,177955,5th-6th,3,Never-married,Priv-house-serv,Other-relative,2176,0,40,El-Salvador,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
65,200408,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
28,606111,Doctorate,16,Never-married,Prof-specialty,Not-in-family,0,0,60,Germany,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
45,111679,Some-college,10,Divorced,Craft-repair,Not-in-family,0,0,30,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
50,145409,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
52,225339,HS-grad,9,Widowed,Adm-clerical,Unmarried,0,0,35,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
34,252646,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,7298,0,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
29,196116,Prof-school,15,Divorced,Prof-specialty,Own-child,2174,0,72,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
36,28572,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,0,0,38,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
61,128831,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23,200207,HS-grad,9,Divorced,Handlers-cleaners,Own-child,0,0,44,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
65,386672,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,0,0,15,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
34,177304,10th,6,Divorced,?,Not-in-family,0,0,40,Columbia,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
41,242089,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
46,188293,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
27,160291,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,40,Germany,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
49,240841,7th-8th,4,Divorced,Other-service,Unmarried,0,0,35,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20,240517,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,20,United-States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
19,229431,Some-college,10,Never-married,Prof-specialty,Own-child,0,0,11,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
53,548361,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
41,590204,Masters,14,Married-civ-spouse,Prof-specialty,Wife,15024,0,40,United-States,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
19,219671,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,20,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
51,250423,Some-college,10,Married-spouse-absent,Transport-moving,Unmarried,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
43,185670,1st-4th,2,Widowed,Prof-specialty,Unmarried,0,0,21,Mexico,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
36,127306,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
46,354962,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
46,161386,9th,5,Married-civ-spouse,Adm-clerical,Wife,0,0,50,United-States,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
40,48859,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,32,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
36,312785,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,35,United-States,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
35,179151,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,20,United-States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
44,59460,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,15,United-States,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
27,493689,Bachelors,13,Never-married,Tech-support,Not-in-family,0,0,40,France,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
21,234108,HS-grad,9,Never-married,Sales,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
17,142912,10th,6,Never-married,Other-service,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
46,34377,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
40,404573,Some-college,10,Never-married,Sales,Not-in-family,0,0,44,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
31,198452,Bachelors,13,Never-married,Adm-clerical,Own-child,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
25,192302,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,60,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
29,59732,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
24,44159,12th,8,Never-married,Other-service,Other-relative,0,0,40,Dominican-Republic,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
21,202214,Some-college,10,Never-married,?,Own-child,0,1721,40,United-States,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
25,90752,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
19,505168,9th,5,Never-married,?,Other-relative,0,0,40,United-States,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
22,134181,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
50,46401,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,0,0,20,Germany,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
49,43479,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
22,129980,Some-college,10,Never-married,?,Not-in-family,0,0,25,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
31,263561,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24,245361,HS-grad,9,Never-married,Farming-fishing,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
39,306504,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
55,176897,Some-college,10,Divorced,Tech-support,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
25,295289,HS-grad,9,Never-married,Prof-specialty,Own-child,0,0,40,United-States,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
55,319883,Masters,14,Married-civ-spouse,Exec-managerial,Husband,4386,0,10,?,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
32,235109,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
33,128016,HS-grad,9,Widowed,Sales,Unmarried,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
36,74706,10th,6,Divorced,Craft-repair,Unmarried,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
21,60639,Some-college,10,Never-married,Other-service,Not-in-family,0,0,37,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
53,147629,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,0,0,80,United-States,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
37,112264,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
17,213055,11th,7,Never-married,?,Not-in-family,0,0,20,United-States,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
38,195686,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
52,190333,HS-grad,9,Divorced,Farming-fishing,Not-in-family,0,0,25,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
47,266860,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,65,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
26,297991,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,0,1977,75,Cambodia,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
68,50351,Masters,14,Never-married,Adm-clerical,Not-in-family,6360,0,20,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
30,184901,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
23,122797,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
40,170230,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,0,0,40,?,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
40,287008,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,15024,0,55,Germany,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
25,227548,12th,8,Married-civ-spouse,Other-service,Husband,3103,0,40,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
32,402812,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,48,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
90,187749,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,0,0,20,Philippines,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
40,104397,HS-grad,9,Married-civ-spouse,Sales,Own-child,0,0,30,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
43,99212,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,3103,0,48,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23,94071,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
69,122850,10th,6,Married-civ-spouse,Exec-managerial,Husband,0,0,20,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
42,193995,Some-college,10,Divorced,Craft-repair,Not-in-family,0,0,38,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
39,118429,Some-college,10,Divorced,Sales,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
33,33308,Some-college,10,Never-married,Farming-fishing,Not-in-family,0,0,70,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
49,164495,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,0,0,35,Germany,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
44,268098,12th,8,Never-married,Transport-moving,Not-in-family,0,0,36,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
65,369902,HS-grad,9,Widowed,?,Not-in-family,0,0,8,United-States,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
18,101795,10th,6,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27,262478,HS-grad,9,Never-married,Farming-fishing,Own-child,0,0,30,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
37,102936,Bachelors,13,Divorced,Prof-specialty,Unmarried,0,0,55,United-States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
46,112485,HS-grad,9,Divorced,Other-service,Unmarried,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
46,317253,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,25,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
42,262243,11th,7,Married-civ-spouse,Craft-repair,Husband,0,0,35,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38,213512,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
25,404616,Masters,14,Married-civ-spouse,Farming-fishing,Not-in-family,0,0,99,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
39,203763,Doctorate,16,Divorced,Prof-specialty,Unmarried,0,0,80,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
22,535852,10th,6,Never-married,Machine-op-inspct,Not-in-family,0,0,40,Mexico,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
26,242464,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
61,197286,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27,180553,HS-grad,9,Married-civ-spouse,?,Wife,0,0,40,United-States,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
17,118792,11th,7,Never-married,Sales,Own-child,0,0,9,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
59,170104,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1977,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
31,117507,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
45,189890,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
39,202683,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27,153546,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,0,0,36,United-States,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
49,185859,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,43,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
28,76129,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,0,0,40,Guatemala,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
40,179735,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,0,0,50,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
